year,city,Unnamed: 0,env_attention,total_water,avg_u10,avg_v10,tobeijing,totianjin,toshijiazhuang,totangshan,toqinhuangdao,tohandan,toxingtai,tobaoding,tozhangjiakou,tochengde,tocangzhou,tolangfang,tohengshui,煤炭占能源消费总量的比重 (%),石油占能源消费总量的比重 (%),天然气占能源消费总量的比重 (%),一次电力及其他能源占能源总量的比重 (%),pm25,第二产业占比,供气总量
2020,廊坊,50.0,-1.273121270367564,11.984286,0.6899147188433845,-0.16596686914184394,49.43633418401093,61.872698596859536,249.8292211461068,129.14112021565015,252.157859216603,376.46506812903567,334.2645592599899,128.29126868452013,211.67332961784228,192.0735274686731,136.1232863090045,0.0,217.8668645553197,-0.8388252107449443,0.9602246198408223,1.0442097445677454,0.6447249796922815,-0.33301019263940146,-0.8735119328226318,-0.3304918258513377
2021,廊坊,51.0,0.3692938028193774,19.274069,-0.3121875513081995,-0.460060630040058,49.43633418401093,61.872698596859536,249.8292211461068,129.14112021565015,252.157859216603,376.46506812903567,334.2645592599899,128.29126868452013,211.67332961784228,192.0735274686731,136.1232863090045,0.0,217.8668645553197,-1.057269276043107,0.8161909268647007,1.3468792357468022,0.8954513606837239,-0.5797014392000154,-1.0621707263132545,-0.2748547580429574
2022,廊坊,52.0,0.7402804306024011,11.453126,0.2886540568316618,-0.32389027846052704,49.43633418401093,61.872698596859536,249.8292211461068,129.14112021565015,252.157859216603,376.46506812903567,334.2645592599899,128.29126868452013,211.67332961784228,192.0735274686731,136.1232863090045,0.0,217.8668645553197,-1.0791136825729237,0.2400561549601992,1.0442097445677454,1.2178138505298652,-1.0032930885005582,-0.807096337155015,-0.25143369921456415
2023,廊坊,53.0,0.04519318972450604,15.79497,0.6754243096091892,-0.07945649627647876,49.43633418401093,61.872698596859536,249.8292211461068,129.14112021565015,252.157859216603,376.46506812903567,334.2645592599899,128.29126868452013,211.67332961784228,192.0735274686731,136.1232863090045,0.0,217.8668645553197,-1.253868934811455,0.8161909268647007,1.1198771173625093,1.325268013811911,-0.7246143718554641,-0.8147966960729994,-0.2287307508572907
2024,廊坊,54.0,-1.3650458149263665,16.612366,-0.21958123307561653,-0.17211233091889483,49.43633418401093,61.872698596859536,249.8292211461068,129.14112021565015,252.157859216603,376.46506812903567,334.2645592599899,128.29126868452013,211.67332961784228,192.0735274686731,136.1232863090045,0.0,217.8668645553197,-1.6033794392885141,-0.04801123099204905,1.3468792357468022,2.005811047931542,-0.925263047839932,-0.963991150108951,-0.27687206484345284
2010,张家口,,-1.2457152147564874,,0.4913193712873926,-2.203267270893326,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.4532055347750245,0.012991887610344114,-0.4148583874901695
2011,张家口,,-1.2457152147564874,,0.4913193712873926,-2.203267270893326,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.4532055347750245,0.012991887610344114,-0.4148583874901695
2012,张家口,,-1.2457152147564874,,0.4913193712873926,-2.203267270893326,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.4532055347750245,0.012991887610344114,-0.4148583874901695
2013,张家口,,-1.2457152147564874,,0.4913193712873926,-2.203267270893326,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.4532055347750245,0.012991887610344114,-0.4148583874901695
2014,张家口,55.0,-1.2457152147564874,14.869767,0.4913193712873926,-2.203267270893326,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.4532055347750245,0.012991887610344114,-0.4148583874901695
2015,张家口,56.0,0.377856970035426,17.764486,0.7161657316947037,-2.644244267135731,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,0.7121276528720103,0.2400561549601992,-0.923141948096122,-0.7879971974016767,-1.1583838525465238,0.06400676544199145,-0.414663000542197
2016,张家口,57.0,1.6705730519457611,20.639956,0.8965987116081696,-2.4334389343163605,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,0.36261714839495107,0.6721572338885741,-0.6961398297118305,-0.42981665312818723,-1.259677507814045,-0.19106762371624794,-0.41496749968189445
2017,张家口,58.0,0.8528517050701118,16.806145,1.1213982972721608,-2.69254106808929,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,0.013106643917890265,0.9602246198408223,-0.09080084735371635,-0.21490832656409362,-1.1816474671534185,-0.4499921923334796,-0.4141250520620649
2018,张家口,59.0,-0.9254694388076471,15.591877,0.7138334267612111,-2.348238080173696,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-0.33640386055917054,0.9602246198408223,0.43887076220963195,0.10745416328204711,-1.2693706805669178,-0.2959850139737876,-0.3904045690796359
2019,张家口,60.0,0.03307035915146046,15.1614065,0.8460181743057179,-2.580764997529851,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-0.6640699585064147,1.104258312816949,0.7415402533886887,0.42981665312818784,-1.595545943701089,-0.7945832539132898,-0.3942640956753007
2020,张家口,61.0,0.18409956130994326,17.866177,1.2974102458070758,-2.7146172798452146,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-0.8388252107449443,0.9602246198408223,1.0442097445677454,0.6447249796922815,-1.590214698687009,-1.2777807760168232,-0.4037644688338602
2021,张家口,62.0,0.5430910317175365,18.20778,1.4080797398863387,-2.478072329611237,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-1.057269276043107,0.8161909268647007,1.3468792357468022,0.8954513606837239,-1.646919759291315,-1.44911376194198,-0.4048226033443087
2022,张家口,63.0,0.34740538634265655,17.271688,1.2577812614046642,-2.677671014019138,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-1.0791136825729237,0.2400561549601992,1.0442097445677454,1.2178138505298652,-1.899911568141296,-1.3740352624916305,-0.3988493452205777
2023,张家口,64.0,-0.09482113124682834,13.789189,1.6673725672670356,-2.453685687347689,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-1.253868934811455,0.8161909268647007,1.1198771173625093,1.325268013811911,-1.7302810449660213,-1.511679178150605,-0.3979916726437633
2024,张家口,65.0,-1.645016395247533,21.584686,0.4800162461007114,-2.343442266992435,164.46938198421472,273.5123539384634,309.55683012073047,311.34930598284086,411.84100571906026,468.30451987879246,418.41190689068986,222.6020919780396,0.0,256.8917694744705,326.2641268561135,211.67332961784228,350.42004666173256,-1.6033794392885141,-0.04801123099204905,1.3468792357468022,2.005811047931542,-1.7758389569045239,-1.6175591132728928,-0.3881005255892587
2010,承德,,-2.7977582878600527,,1.5905115078361165,-0.44832350166806617,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-1.1467520452430764,0.8744695415598697,-0.4159241344791105
2011,承德,,-2.7977582878600527,,1.5905115078361165,-0.44832350166806617,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-1.1467520452430764,0.8744695415598697,-0.4159241344791105
2012,承德,,-2.7977582878600527,,1.5905115078361165,-0.44832350166806617,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-1.1467520452430764,0.8744695415598697,-0.4159241344791105
2013,承德,,-2.7977582878600527,,1.5905115078361165,-0.44832350166806617,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-1.1467520452430764,0.8744695415598697,-0.4159241344791105
2014,承德,66.0,-2.7977582878600527,27.559183,1.5905115078361165,-0.44832350166806617,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-1.1467520452430764,0.8744695415598697,-0.4159241344791105
2015,承德,67.0,-1.0270180673064906,27.454485,1.9318273740712475,-0.812077333465374,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,0.7121276528720103,0.2400561549601992,-0.923141948096122,-0.7879971974016767,-0.7997364606902289,0.7685896064375815,-0.4132927544135586
2016,承德,68.0,2.225490662758996,37.58387,1.8088451764190296,-0.7732230212465668,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,0.36261714839495107,0.6721572338885741,-0.6961398297118305,-0.42981665312818723,-0.9504652969974015,0.46635051890668694,-0.41510198680192745
2017,承德,69.0,-2.8592266591518984,28.199902,2.2957215612491697,-0.7145745611220913,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,0.013106643917890265,0.9602246198408223,-0.09080084735371635,-0.21490832656409362,-1.1511139729818693,0.36528330810813875,-0.41523393642912965
2018,承德,70.0,0.5900227139740359,26.058567,1.704711959016646,-0.5384034502125342,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-0.33640386055917054,0.9602246198408223,0.43887076220963195,0.10745416328204711,-1.2558002387128957,0.38260911567360406,-0.41392205263559995
2019,承德,71.0,2.003278615056782,27.392546,2.227022948431461,-0.6732919808955135,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-0.6640699585064147,1.104258312816949,0.7415402533886887,0.42981665312818784,-1.4564489146973636,-0.5510594031320271,-0.41570083510999906
2020,承德,72.0,2.5974658503028647,26.170341,2.3832429740019947,-0.8248970678354232,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-0.8388252107449443,0.9602246198408223,1.0442097445677454,0.6447249796922815,-1.7138026512861375,-0.8455981317449378,-0.40958547738774254
2021,承德,73.0,1.966551264891738,41.077484,1.932130196806346,-0.6294883176622934,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-1.057269276043107,0.8161909268647007,1.3468792357468022,0.8954513606837239,-1.7031401612579775,-0.9495529771377296,-0.41312527988672504
2022,承德,74.0,-0.5203707125899283,26.396027,2.2916733736629666,-0.8179065495481032,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-1.0791136825729237,0.2400561549601992,1.0442097445677454,1.2178138505298652,-1.5000681920852914,-0.7695570874298401,-0.4100802884897508
2023,承德,75.0,-0.22914495821645275,21.434855,2.131900273139078,-0.6265854141672467,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-1.253868934811455,0.8161909268647007,1.1198771173625093,1.325268013811911,-1.423492127337596,-0.7974708885075341,-0.40585790041927994
2024,承德,76.0,1.271900233573472,37.30287,1.181129136683652,-0.7386460900108358,175.84668332368332,214.88890492805035,436.96138170935,150.75002159562746,182.59020758325727,568.5273914502146,526.0991254735134,313.8787403705822,256.8917694744705,0.0,311.4675563301623,192.0735274686731,408.8927603901458,-1.6033794392885141,-0.04801123099204905,1.3468792357468022,2.005811047931542,-1.6435271488278094,-0.991904951186645,-0.40999655122633405
2010,沧州,,-0.14020664273145605,,-0.6692695528890573,1.5669186411654523,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,1.4364784933975356,0.9890123804648909,-0.4085070429346475
2011,沧州,,-0.14020664273145605,,-0.6692695528890573,1.5669186411654523,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,1.4364784933975356,0.9890123804648909,-0.4085070429346475
2012,沧州,,-0.14020664273145605,,-0.6692695528890573,1.5669186411654523,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,1.4364784933975356,0.9890123804648909,-0.4085070429346475
2013,沧州,,-0.14020664273145605,,-0.6692695528890573,1.5669186411654523,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,1.4364784933975356,0.9890123804648909,-0.4085070429346475
2014,沧州,77.0,-0.14020664273145605,10.103404,-0.6692695528890573,1.5669186411654523,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,1.4364784933975356,0.9890123804648909,-0.4085070429346475
2015,沧州,78.0,-0.14020664273145605,16.434155,-1.135152442692028,0.9573393859616043,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,0.7121276528720103,0.2400561549601992,-0.923141948096122,-0.7879971974016767,0.6091661989398385,0.9601360345224483,-0.4091236536925348
2016,沧州,79.0,0.3487379975578589,16.071922,-1.6997349214971331,1.0239921423588616,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,0.36261714839495107,0.6721572338885741,-0.6961398297118305,-0.42981665312818723,0.524835595989845,0.7300878118476586,-0.4084004682357534
2017,沧州,80.0,-0.2703011240869757,12.870329,-0.9594206376303577,1.241804714246006,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,0.013106643917890265,0.9602246198408223,-0.09080084735371635,-0.21490832656409362,0.40609422976715254,0.7310503567124073,-0.4084004682357534
2018,沧州,81.0,-0.5653004923156699,15.31444,-2.5363250727387907,0.8337364140399568,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-0.33640386055917054,0.9602246198408223,0.43887076220963195,0.10745416328204711,0.040176958346202996,0.7714772410318258,-0.4072636714475497
2019,沧州,82.0,-0.6075376710558639,11.440862,-0.9499755587191474,1.243835438364805,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-0.6640699585064147,1.104258312816949,0.7415402533886887,0.42981665312818784,-0.38535332550491475,0.09480820111392983,-0.39170376540901153
2020,沧州,83.0,-0.07913789438144236,12.64522,-0.3435238646009205,0.8512127390929594,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-0.8388252107449443,0.9602246198408223,1.0442097445677454,0.6447249796922815,-0.36451300408623816,-0.20550579668746893,-0.39518013058722373
2021,沧州,84.0,0.580640827305659,18.512522,-1.6606196354940945,0.5666876560194609,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-1.057269276043107,0.8161909268647007,1.3468792357468022,0.8954513606837239,-0.6616087489617908,-0.31138573180975715,-0.3967483011566655
2022,沧州,85.0,-0.16303851005529427,13.480791,-0.7729751396767001,1.1505274404822146,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-1.0791136825729237,0.2400561549601992,1.0442097445677454,1.2178138505298652,-0.8743738908873496,-0.046685894004036894,-0.392102151783449
2023,沧州,86.0,-1.297498108080849,11.496344,-0.3068178220597108,1.2027158124108983,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-1.253868934811455,0.8161909268647007,1.1198771173625093,1.325268013811911,-0.5956951742422555,-0.04187316968029611,-0.3953222301857492
2024,沧州,87.0,-0.526270438753318,13.71828,-1.558009339411877,0.9120658781223615,181.73938686440616,96.66634285835352,203.8236102541821,189.46955563218813,299.9097413674521,279.1229338305943,247.917902412264,134.1276536979083,326.2641268561135,311.4675563301623,0.0,136.1232863090045,119.02300231033526,-1.6033794392885141,-0.04801123099204905,1.3468792357468022,2.005811047931542,-0.7716262597068974,-0.3855016863953585,-0.4012751883668338
2010,石家庄,,-0.7019698211471592,,-0.07144353332756434,0.22486506387807054,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,0.9678135907961338,0.6270955113196147,-0.34236982979236785
2011,石家庄,,-0.7019698211471592,,-0.07144353332756434,0.22486506387807054,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,0.9678135907961338,0.6270955113196147,-0.34236982979236785
2012,石家庄,,-0.7019698211471592,,-0.07144353332756434,0.22486506387807054,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,0.9678135907961338,0.6270955113196147,-0.34236982979236785
2013,石家庄,,-0.7019698211471592,,-0.07144353332756434,0.22486506387807054,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,0.9678135907961338,0.6270955113196147,-0.34236982979236785
2014,石家庄,88.0,-0.7019698211471592,15.314319,-0.07144353332756434,0.22486506387807054,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,0.9678135907961338,0.6270955113196147,-0.34236982979236785
2015,石家庄,89.0,-0.1892706308137291,29.48419,-0.4922865065166561,-0.023608491131860525,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,0.7121276528720103,0.2400561549601992,-0.923141948096122,-0.7879971974016767,1.4277546379199497,0.45865015998870184,-0.339738449726816
2016,石家庄,90.0,1.4291935358494745,37.14819,-0.5214509821497102,-0.13492344950189938,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,0.36261714839495107,0.6721572338885741,-0.6961398297118305,-0.42981665312818723,1.77380090519751,0.29694262271102545,-0.17505009002146638
2017,石家庄,91.0,-0.03498836588067434,25.918676,-0.11138515808309378,0.09647323109966685,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,0.013106643917890265,0.9602246198408223,-0.09080084735371635,-0.21490832656409362,1.1660389735923835,0.33255678270670463,-0.17505009002146638
2018,石家庄,92.0,-0.30653919144820235,22.706055,-0.49448514514505254,-0.16395531231769192,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-0.33640386055917054,0.9602246198408223,0.43887076220963195,0.10745416328204711,0.5796020220435764,-0.29983519343277987,-0.1584371244581413
2019,石家庄,93.0,-0.31114093904952395,22.118958,-0.16224002445915298,-0.049769982637735515,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-0.6640699585064147,1.104258312816949,0.7415402533886887,0.42981665312818784,0.21707736108613226,-0.42592857071477774,-0.40132593822345003
2020,石家庄,94.0,0.3831966332030558,29.5456,-0.18741307413661928,0.0571554892499582,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-0.8388252107449443,0.9602246198408223,1.0442097445677454,0.6447249796922815,-0.20166770183797444,-1.007305669022614,-0.14517111193865703
2021,石家庄,95.0,-0.5022766421937257,39.510662,0.4891647990938969,-0.540721053054931,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-1.057269276043107,0.8161909268647007,1.3468792357468022,0.8954513606837239,-0.36790561454974363,-1.2123277252139542,-0.061390711143742706
2022,石家庄,96.0,-0.27445793201305496,30.930086,-0.5690083137563653,0.013142739990835301,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-1.0791136825729237,0.2400561549601992,1.0442097445677454,1.2178138505298652,-0.5268736476968583,-0.9168264517362955,-0.20065085519152695
2023,石家庄,97.0,-0.9138648339503906,25.57515,0.5311862918690314,0.23167863523960253,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-1.253868934811455,0.8161909268647007,1.1198771173625093,1.325268013811911,-0.5268736476968583,-0.8783246571463726,-0.22637849500312812
2024,石家庄,98.0,-0.24473225350739541,26.08645,-0.5217714653126247,-0.01417276111257638,262.1467026760308,261.5534444384806,0.0,363.8935503452534,486.171611694314,159.04806118825792,109.02804985559727,123.10743573977102,309.55683012073047,436.96138170935,203.8236102541821,249.8292211461068,107.8334861310505,-1.6033794392885141,-0.04801123099204905,1.3468792357468022,2.005811047931542,-0.5603150936942695,-1.092009617120445,-0.1664403768465218
2010,秦皇岛,,-0.6018980461394773,,1.2508336039635575,-0.5009780900243936,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.38729196005548927,-0.35662534045291655,-0.37673763269288335
2011,秦皇岛,,-0.6018980461394773,,1.2508336039635575,-0.5009780900243936,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.38729196005548927,-0.35662534045291655,-0.37673763269288335
2012,秦皇岛,,-0.6018980461394773,,1.2508336039635575,-0.5009780900243936,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.38729196005548927,-0.35662534045291655,-0.37673763269288335
2013,秦皇岛,,-0.6018980461394773,,1.2508336039635575,-0.5009780900243936,,,,,,,,,,,,,,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.38729196005548927,-0.35662534045291655,-0.37673763269288335
2014,秦皇岛,99.0,-0.6018980461394773,4.7995887,1.2508336039635575,-0.5009780900243936,272.9216009883144,224.67941282615047,486.171611694314,124.19781052809336,0.0,578.8011167973393,547.2493409679578,373.884773369794,411.84100571906026,182.59020758325727,299.9097413674521,252.157859216603,418.4298074638598,1.1490157834683359,-1.3443144677771686,-1.0744766936856505,-1.0387235783931192,-0.38729196005548927,-0.35662534045291655,-0.37673763269288335
2015,秦皇岛,100.0,-0.6018980461394773,6.937206,1.4464107674789464,-0.9235759857427875,272.9216009883144,224.67941282615047,486.171611694314,124.19781052809336,0.0,578.8011167973393,547.2493409679578,373.884773369794,411.84100571906026,182.59020758325727,299.9097413674521,252.157859216603,418.4298074638598,0.7121276528720103,0.2400561549601992,-0.923141948096122,-0.7879971974016767,-0.5133032058428363,-0.4384416539565029,-0.31504356949735524
2016,秦皇岛,101.0,1.9726043089595755,7.9735613,0.7321421559045469,-0.8604003596430139,272.9216009883144,224.67941282615047,486.171611694314,124.19781052809336,0.0,578.8011167973393,547.2493409679578,373.884773369794,411.84100571906026,182.59020758325727,299.9097413674521,252.157859216603,418.4298074638598,0.36261714839495107,0.6721572338885741,-0.6961398297118305,-0.42981665312818723,-0.575824170098866,-0.6165124539348961,-0.3362874594769119
2017,秦皇岛,102.0,-0.4492262657032745,7.0211334,2.00032145318023,-0.5868344867649667,272.9216009883144,224.67941282615047,486.171611694314,124.19781052809336,0.0,578.8011167973393,547.2493409679578,373.884773369794,411.84100571906026,182.59020758325727,299.9097413674521,252.157859216603,418.4298074638598,0.013106643917890265,0.9602246198408223,-0.09080084735371635,-0.21490832656409362,-0.6931115604086274,-0.699291312303231,-0.3165559152245191
2018,秦皇岛,103.0,0.41376318088690406,8.459054,0.7964299499233679,-0.8086492801252585,272.9216009883144,224.67941282615047,486.171611694314,124.19781052809336,0.0,578.8011167973393,547.2493409679578,373.884773369794,411.84100571906026,182.59020758325727,299.9097413674521,252.157859216603,418.4298074638598,-0.33640386055917054,0.9602246198408223,0.43887076220963195,0.10745416328204711,-0.9519192729103324,-0.6415386204183464,-0.2743624844337799
